lord_id,name,alliance_id,alliance_tag,town_center,home_server,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
4446697,Redarm ʷᴬᵒ,339030,wAo,25,92,507170865,25043,3328542730,League of Order,-,508379389,443929851,31734406,18680998,12825610,47316314,1929838480,4187,804895,484273,2986,590966797,277359626,253901674,1180298623,2540,1090338985,228,89705,106095742850,86897602407,57799478692,63364594882,-,1753777580,1306792154,84599533,36409277,143665462
1185058,Melatonin ʚïɞ,339030,wAo,25,92,455851558,25043,1842221993,Springwardens,-,464343088,393362509,31732531,18641248,12115270,5067822,1203577510,229,411508,298833,318,437685661,439070055,362922771,3028417462,53,4671487844,953,127789,21392252203,20554829824,10616988598,11331895388,-,881888097,731982201,23680151,10143232,194292819
6853139,XFTManiacʷᴬᵒ,339030,wAo,25,92,385240846,25043,1580258767,League of Order,-,385241236,321542232,31734406,18680998,13283210,15135105,1169150829,1061,434374,325625,415,306450611,172490732,172103260,733889942,41,489430058,99,103376,49831865912,43553113530,23942058205,29914188668,-,969040055,488816273,27273926,10731236,80183299
10164187,籵GENTLEMAN,339030,wAo,25,92,326048441,25043,2021538805,League of Order,-,326048441,262620157,31734406,18680998,13012880,18989273,1434670585,1186,684900,417666,940,406117109,211344377,361068570,8208729007,55,4827782996,971,141062,61962410865,67879052886,28215153682,36052076082,-,1167493138,673705465,35951833,16269939,126999598
10078833,카이레이ray,339030,wAo,25,92,281656970,25043,1048954268,Springwardens,-,281677270,218637136,31734406,18680998,12540430,10242299,871066663,455,308747,341933,626,1525093632,1403252482,920789973,4272553939,3640,4422271959,898,143490,36039677499,40723687416,27228826132,24783088487,-,646853076,350475359,8365953,4483344,38598639
11537218,大老BAO,339030,wAo,25,92,280777747,25043,2199829949,League of Order,-,281056367,218416433,31734406,18680998,11945910,6956332,1108157298,927,247280,375821,907,806917077,507380119,219641593,7832630708,209,23899958121,4828,106537,18781622566,17453035789,13574806576,6326523861,-,820717546,1096884897,93724928,36569115,151424305
10674190,ᵘˡᵗᶦᵐᵃᵗᵉˡʸEZ,339030,wAo,25,92,275358587,25043,1837910728,Springwardens,-,277711317,211474143,31734406,18680998,13469040,20677089,1106854099,2550,236899,492764,2093,354799616,257436729,138383217,1381142647,954,18384692241,3704,137730,48234480332,48060102070,34831858602,27643992962,-,970957348,648760028,34994285,22258343,159258145
10221428,시온,287580,NM!,25,428,266594103,25043,3260050367,League of Order,-,266641203,203815939,31734406,18680998,12362760,8860902,1183350391,2160,226246,481759,1271,1274235621,806114855,600553286,4809287924,664,1665800004,340,164563,20643073253,22833260876,15657089447,13703813358,-,1163147158,1791849858,49839822,31779011,221911559
2790251,ˣˡˡˡRegi OnlyInf,369276,-I-,25,509,265479081,25043,993728468,League of Order,-,267988231,204395077,31734406,18680998,10668600,2421646,893382773,161,411787,225573,792,2753618779,2521861068,1631476127,9959802037,465,742721035,184,117631,20249928549,20106187461,6298417584,11106504503,-,493081091,435338204,8497151,4084838,52585842
10794959,The Captain ʷᴬᵒ,339030,wAo,25,92,261230270,25043,3171075941,Wilderburg,-,261230270,197611076,31734406,18680998,13203790,32008975,1964047922,4889,690450,673979,1442,662218327,450842227,508923355,2460513142,3170,3152360945,689,137989,105452508921,87884513296,75759855465,65826740847,-,1786466198,1118290738,57793035,33440314,173124376
1257530,CUAlma,339030,wAo,25,92,258102046,25043,1790903762,Springwardens,-,264629136,194768172,31734406,18680998,12918470,10865699,981833283,1425,334953,247131,1278,401387771,257159562,415214390,3457444939,5857,1153070183,270,143405,23289412345,21658723933,9752451138,12696972417,-,797168590,776101600,36683668,16339546,163432063
3514310,ムᴮˡᵒˢˢᵒᵐHAM411,339030,wAo,25,92,251896493,25043,2174458822,League of Order,-,276449103,188661554,31732531,18680998,12821410,9922041,1588194310,1201,622784,492621,1269,2874243370,3163967896,1950472540,6912878311,263,3338717244,678,181127,85853989022,74877629860,57350230210,54213126889,-,1200933462,890008582,11112423,10481605,61501988
11288601,The Hippie72,339030,wAo,25,92,251729077,25043,812855888,Wilderburg,-,267772497,188720053,31734406,18680998,12593620,7878491,608188341,381,205721,129155,467,1282272375,1328796372,601360410,1781500890,242,2870780626,578,102360,36450368405,39443429051,23146841504,24698783254,-,300388865,468760715,8611603,2417197,32286192
5039991,Valsa,196212,'ED',25,17,247816362,25043,1652361958,League of Order,-,247816362,185024678,31734406,18680998,12376280,7156899,807218712,496,147476,348601,1156,2164428744,2203002699,1439659990,5482218863,25936,1389297959,282,180643,16897487089,17673628481,10877888279,10559884593,-,757434765,704895432,18693315,12119514,158957396
4849796,Mizzshield,339030,wAo,25,92,241416732,25043,1096024829,Wilderburg,-,242226702,179327488,31734406,18680998,11673840,14885597,904624922,936,355226,211939,978,822205280,654031723,342742719,1587164478,1698,12150144741,2499,107322,23977199016,25117788944,9511921493,13567817803,-,615851564,361254074,42590508,27091864,48791334
2122130,ShutDown,339030,wAo,25,92,236304151,25043,2263418883,League of Order,-,276724171,172933217,31734406,18680998,12955530,12184554,995038749,1379,172503,622172,2096,2910320865,2655542208,1845834666,6398445585,117,4287823796,868,141378,25325583723,23832225166,19403940878,15068481950,-,1238666397,831858112,26435473,12698393,153004651
11364835,Mad X,287580,NM!,25,428,228468084,25043,1159572001,League of Order,-,234136674,165554590,31734406,18680998,12498090,3394526,650011246,212,121120,257680,905,1286720069,1116975119,801482102,3235484900,487,997143466,229,89338,14054482438,14966609320,10459802530,8984735032,-,529202244,519136574,18270094,11169579,81701326
13053794,Smoked Chedda,295031,KO-E,25,458,224302744,25043,1034109027,League of Order,-,227240834,163194715,31732531,18680998,10694500,5228788,808023091,423,140803,174937,162,1760054718,858097850,867155783,4598461409,3957,61864733,14,91719,23443368661,19238414770,14270119600,14301819297,-,460348904,443705792,36894574,19818876,73125144
3078500,Аnf,339030,wAo,25,92,222937118,25043,2016454970,League of Order,2435562,261266378,159941719,31732531,18680998,12581870,17332777,983684431,1939,261709,495395,2226,703903785,553821241,779229193,3782386343,526,947580347,223,189874,33671923520,25469572484,20941858521,18999512748,-,1265973079,507110890,30329975,35879491,175309773
1682364,ᵃᵖᵉZartyr,196212,'ED',25,17,215119520,25043,1603768599,League of Order,290,215119520,152928076,31734406,18680998,11776040,14303109,888700333,1791,289501,373243,852,214745009,244704328,559972702,2049830022,71,3972725463,852,122897,22301339726,21268321379,10327680379,13673389376,-,752217561,671361754,31607103,17108704,129979616
726476,Glokta,295031,KO-E,25,458,212512936,25043,2003581227,Springwardens,-,212535276,151519777,31732531,18680998,10579630,12116321,1052148801,3011,187213,341603,2467,1340943304,806005782,1000860946,4532289169,140,18315737036,3725,108317,20838757648,17876749432,12629546057,7188936972,-,727243513,1060070311,53261236,17496628,144171059
11142165,台灣頂呱呱 wAo,339030,wAo,25,92,209622868,25043,1115777315,League of Order,-,223320188,147575849,31732531,18680998,11633490,5139791,768135785,159,120669,389527,652,3655777318,2037726597,4010200559,6207833018,261,1084431068,246,298285,22217615130,20402410118,17280540839,14380007595,-,766610793,272581489,7188061,7186360,62154895
1280293,Hàmøʷᴬᵒ,339030,wAo,25,92,208878581,25043,1404950185,Wilderburg,-,214256671,147921957,31734406,18680998,10541220,12421108,939935997,2335,294411,213937,1199,271361662,222380156,201312363,2252662546,368,7215779392,1515,110068,25169379437,23710101546,16863058121,15538848396,-,673498851,554514944,38519450,15650201,121087489
11371644,Fafa發,339030,wAo,25,92,208398211,25043,1634001106,Wilderburg,-,208429311,147756992,31732531,18680998,10227690,16802206,1088381641,1286,292760,208907,694,333934759,270648560,114734032,6003548052,713,3381321795,701,104101,25760931486,26917447858,13571906622,14954300526,-,646170659,844850753,52179968,21036185,68583554
2349283,CrOm,339030,wAo,25,92,208036840,25043,1120620278,League of Order,-,208036840,145607771,31732531,18680998,12015540,2972430,727923062,223,125659,405455,1471,2749554342,2487076966,2996526812,5926988815,1156,427540,4,143546,14612567944,12719685268,11597570553,9826149742,-,637482804,425182158,10425349,5100007,42216256
